uptime_id,ts,site_count,ts_updated
2695,"2018-08-12 22:30:00",30,"2018-08-12 23:00:00"
2694,"2018-08-12 21:30:00",31,"2018-08-12 22:00:00"
2693,"2018-08-12 18:00:00",30,"2018-08-12 21:00:00"
2692,"2018-08-12 17:00:00",31,"2018-08-12 17:30:00"
2691,"2018-08-12 15:00:00",30,"2018-08-12 16:30:00"
2690,"2018-08-12 14:00:00",31,"2018-08-12 14:30:00"
2689,"2018-08-12 13:00:00",30,"2018-08-12 13:30:00"
2688,"2018-08-12 12:00:00",31,"2018-08-12 12:30:00"
2687,"2018-08-12 08:30:00",30,"2018-08-12 11:30:00"
2686,"2018-08-12 04:30:00",31,"2018-08-12 08:00:00"
2685,"2018-08-12 03:30:00",30,"2018-08-12 04:00:00"
2684,"2018-08-12 03:00:00",31,"2018-08-12 03:00:00"
2683,"2018-08-12 02:00:00",30,"2018-08-12 02:30:00"
2682,"2018-08-12 01:00:00",31,"2018-08-12 01:30:00"
2681,"2018-08-12 00:30:00",28,"2018-08-12 00:30:00"
2680,"2018-08-12 00:00:00",29,"2018-08-12 00:00:00"
2679,"2018-08-11 23:30:00",30,"2018-08-11 23:30:00"
2678,"2018-08-11 22:30:00",29,"2018-08-11 23:00:00"
2677,"2018-08-11 21:30:00",30,"2018-08-11 22:00:00"
2676,"2018-08-11 21:00:00",28,"2018-08-11 21:00:00"
2675,"2018-08-11 19:00:00",29,"2018-08-11 20:30:00"
2674,"2018-08-11 16:00:00",30,"2018-08-11 18:30:00"
2673,"2018-08-11 14:00:00",29,"2018-08-11 15:30:00"
2672,"2018-08-11 13:30:00",28,"2018-08-11 13:30:00"
2671,"2018-08-11 12:30:00",27,"2018-08-11 13:00:00"
2670,"2018-08-11 12:00:00",28,"2018-08-11 12:00:00"
2669,"2018-08-11 11:30:00",29,"2018-08-11 11:30:00"
2668,"2018-08-11 10:30:00",28,"2018-08-11 11:00:00"
2667,"2018-08-11 08:30:00",27,"2018-08-11 10:00:00"
2666,"2018-08-11 08:00:00",22,"2018-08-11 08:00:00"
2665,"2018-08-11 07:30:00",16,"2018-08-11 07:30:00"
2664,"2018-08-11 07:00:00",15,"2018-08-11 07:00:00"
2663,"2018-08-11 06:30:00",14,"2018-08-11 06:30:00"
2662,"2018-08-11 04:30:00",13,"2018-08-11 06:00:00"
2661,"2018-08-11 04:00:00",12,"2018-08-11 04:00:00"
2660,"2018-08-11 00:00:00",6,"2018-08-11 03:30:00"
2659,"2018-08-10 15:30:00",26,"2018-08-10 23:30:00"
2658,"2018-08-10 14:30:00",25,"2018-08-10 15:00:00"
2657,"2018-08-10 13:30:00",24,"2018-08-10 14:00:00"
2656,"2018-08-10 13:00:00",38,"2018-08-10 13:00:00"
2655,"2018-08-10 12:00:00",37,"2018-08-10 12:30:00"
2654,"2018-08-10 11:30:00",38,"2018-08-10 11:30:00"
2653,"2018-08-10 10:30:00",37,"2018-08-10 11:00:00"
2652,"2018-08-10 10:00:00",36,"2018-08-10 10:00:00"
2651,"2018-08-10 09:30:00",33,"2018-08-10 09:30:00"
2650,"2018-08-10 08:00:00",31,"2018-08-10 09:00:00"
2649,"2018-08-10 06:00:00",32,"2018-08-10 07:30:00"
2648,"2018-08-10 05:30:00",31,"2018-08-10 05:30:00"
2647,"2018-08-10 04:30:00",32,"2018-08-10 05:00:00"
2646,"2018-08-09 23:30:00",31,"2018-08-10 04:00:00"
2645,"2018-08-09 21:30:00",32,"2018-08-09 23:00:00"
2644,"2018-08-09 20:30:00",31,"2018-08-09 21:00:00"
2643,"2018-08-09 19:00:00",32,"2018-08-09 20:00:00"
2642,"2018-08-09 18:30:00",31,"2018-08-09 18:30:00"
2641,"2018-08-09 17:30:00",27,"2018-08-09 18:00:00"
2640,"2018-08-09 10:00:00",31,"2018-08-09 17:00:00"
2639,"2018-08-09 08:00:00",32,"2018-08-09 09:30:00"
2638,"2018-08-09 02:30:00",31,"2018-08-09 07:30:00"
2637,"2018-08-09 01:30:00",30,"2018-08-09 02:00:00"
2636,"2018-08-08 23:30:00",32,"2018-08-09 01:00:00"
2635,"2018-08-08 18:30:00",31,"2018-08-08 23:00:00"
2634,"2018-08-08 17:30:00",32,"2018-08-08 18:00:00"
2633,"2018-08-08 17:00:00",31,"2018-08-08 17:00:00"
2632,"2018-08-08 16:00:00",30,"2018-08-08 16:30:00"
2631,"2018-08-08 15:30:00",31,"2018-08-08 15:30:00"
2630,"2018-08-08 14:00:00",32,"2018-08-08 15:00:00"
2629,"2018-08-08 12:00:00",31,"2018-08-08 13:30:00"
2628,"2018-08-08 11:30:00",30,"2018-08-08 11:30:00"
2627,"2018-08-08 11:00:00",31,"2018-08-08 11:00:00"
2626,"2018-08-08 10:30:00",30,"2018-08-08 10:30:00"
2625,"2018-08-08 09:30:00",31,"2018-08-08 10:00:00"
2624,"2018-08-08 08:30:00",30,"2018-08-08 09:00:00"
2623,"2018-08-08 00:30:00",31,"2018-08-08 08:00:00"
2622,"2018-08-08 00:00:00",30,"2018-08-08 00:00:00"
2621,"2018-08-07 23:00:00",38,"2018-08-07 23:30:00"
2620,"2018-08-07 22:00:00",37,"2018-08-07 22:30:00"
2619,"2018-08-07 21:30:00",38,"2018-08-07 21:30:00"
2618,"2018-08-07 17:00:00",37,"2018-08-07 21:00:00"
2617,"2018-08-07 16:30:00",36,"2018-08-07 16:30:00"
2616,"2018-08-07 15:30:00",37,"2018-08-07 16:00:00"
2615,"2018-08-07 14:30:00",36,"2018-08-07 15:00:00"
2614,"2018-08-07 13:30:00",37,"2018-08-07 14:00:00"
2613,"2018-08-07 13:00:00",36,"2018-08-07 13:00:00"
2612,"2018-08-07 12:30:00",37,"2018-08-07 12:30:00"
2611,"2018-08-07 12:00:00",22,"2018-08-07 12:00:00"
2610,"2018-08-07 11:30:00",23,"2018-08-07 11:30:00"
2609,"2018-08-07 11:00:00",34,"2018-08-07 11:00:00"
2608,"2018-08-07 09:30:00",36,"2018-08-07 10:30:00"
2607,"2018-08-07 09:00:00",35,"2018-08-07 09:00:00"
2606,"2018-08-07 08:30:00",34,"2018-08-07 08:30:00"
2605,"2018-08-07 08:00:00",33,"2018-08-07 08:00:00"
2604,"2018-08-07 06:30:00",31,"2018-08-07 07:30:00"
2603,"2018-08-07 05:00:00",29,"2018-08-07 06:00:00"
2602,"2018-08-07 04:00:00",30,"2018-08-07 04:30:00"
2601,"2018-08-07 03:00:00",31,"2018-08-07 03:30:00"
2600,"2018-08-07 00:30:00",30,"2018-08-07 02:30:00"
2599,"2018-08-06 22:00:00",31,"2018-08-07 00:00:00"
2598,"2018-08-06 21:30:00",30,"2018-08-06 21:30:00"
2597,"2018-08-06 20:30:00",29,"2018-08-06 21:00:00"
2596,"2018-08-06 19:30:00",30,"2018-08-06 20:00:00"
2595,"2018-08-06 19:00:00",29,"2018-08-06 19:00:00"
2594,"2018-08-06 16:00:00",30,"2018-08-06 18:30:00"
2593,"2018-08-06 15:30:00",31,"2018-08-06 15:30:00"
2592,"2018-08-06 15:00:00",29,"2018-08-06 15:00:00"
2591,"2018-08-06 14:30:00",30,"2018-08-06 14:30:00"
2590,"2018-08-06 13:30:00",31,"2018-08-06 14:00:00"
2589,"2018-08-06 13:00:00",30,"2018-08-06 13:00:00"
2588,"2018-08-06 12:30:00",31,"2018-08-06 12:30:00"
2587,"2018-08-06 11:30:00",30,"2018-08-06 12:00:00"
2586,"2018-08-06 11:00:00",29,"2018-08-06 11:00:00"
2585,"2018-08-06 09:30:00",30,"2018-08-06 10:30:00"
2584,"2018-08-05 21:30:00",31,"2018-08-06 09:00:00"
2583,"2018-08-05 21:00:00",30,"2018-08-05 21:00:00"
2582,"2018-08-05 20:00:00",31,"2018-08-05 20:30:00"
2581,"2018-08-05 18:00:00",30,"2018-08-05 19:30:00"
2580,"2018-08-05 17:00:00",31,"2018-08-05 17:30:00"
2579,"2018-08-05 16:30:00",29,"2018-08-05 16:30:00"
2578,"2018-08-05 16:00:00",30,"2018-08-05 16:00:00"
2577,"2018-08-05 15:30:00",29,"2018-08-05 15:30:00"
2576,"2018-08-05 14:30:00",30,"2018-08-05 15:00:00"
2575,"2018-08-05 14:00:00",31,"2018-08-05 14:00:00"
2574,"2018-08-05 13:30:00",30,"2018-08-05 13:30:00"
2573,"2018-08-05 12:30:00",29,"2018-08-05 13:00:00"
2572,"2018-08-05 11:30:00",31,"2018-08-05 12:00:00"
2571,"2018-08-05 11:00:00",29,"2018-08-05 11:00:00"
2570,"2018-08-05 00:00:00",26,"2018-08-05 10:30:00"
2569,"2018-08-04 19:00:00",27,"2018-08-04 23:30:00"
2568,"2018-08-04 18:30:00",26,"2018-08-04 18:30:00"
2567,"2018-08-04 11:30:00",27,"2018-08-04 18:00:00"
2566,"2018-08-04 00:30:00",26,"2018-08-04 11:00:00"
2565,"2018-08-04 00:00:00",25,"2018-08-04 00:00:00"
2564,"2018-08-03 12:00:00",33,"2018-08-03 23:30:00"
2563,"2018-08-03 11:30:00",32,"2018-08-03 11:30:00"
2562,"2018-08-03 11:00:00",31,"2018-08-03 11:00:00"
2561,"2018-08-03 10:00:00",30,"2018-08-03 10:30:00"
2560,"2018-08-03 09:30:00",28,"2018-08-03 09:30:00"
2559,"2018-08-03 09:00:00",27,"2018-08-03 09:00:00"
2558,"2018-08-03 07:30:00",26,"2018-08-03 08:30:00"
2557,"2018-08-03 05:30:00",25,"2018-08-03 07:00:00"
2556,"2018-08-03 00:00:00",26,"2018-08-03 05:00:00"
2555,"2018-08-02 06:30:00",27,"2018-08-02 23:30:00"
2554,"2018-08-02 01:30:00",26,"2018-08-02 06:00:00"
2553,"2018-08-01 14:00:00",25,"2018-08-02 01:00:00"
2552,"2018-08-01 13:00:00",24,"2018-08-01 13:30:00"
2551,"2018-08-01 12:00:00",25,"2018-08-01 12:30:00"
2550,"2018-08-01 10:30:00",26,"2018-08-01 11:30:00"
2549,"2018-08-01 08:00:00",25,"2018-08-01 10:00:00"
2548,"2018-08-01 06:00:00",26,"2018-08-01 07:30:00"
2547,"2018-08-01 04:00:00",25,"2018-08-01 05:30:00"
2546,"2018-08-01 00:00:00",26,"2018-08-01 03:30:00"
2545,"2018-07-31 18:00:00",34,"2018-07-31 23:30:00"
2544,"2018-07-31 16:00:00",33,"2018-07-31 17:30:00"
2543,"2018-07-31 14:30:00",34,"2018-07-31 15:30:00"
2542,"2018-07-31 11:30:00",33,"2018-07-31 14:00:00"
2541,"2018-07-31 10:00:00",32,"2018-07-31 11:00:00"
2540,"2018-07-31 09:00:00",29,"2018-07-31 09:30:00"
2539,"2018-07-31 08:30:00",28,"2018-07-31 08:30:00"
2538,"2018-07-31 07:30:00",27,"2018-07-31 08:00:00"
2537,"2018-07-31 05:00:00",25,"2018-07-31 07:00:00"
2536,"2018-07-31 00:00:00",26,"2018-07-31 04:30:00"
2535,"2018-07-30 21:30:00",27,"2018-07-30 23:30:00"
2534,"2018-07-30 21:00:00",26,"2018-07-30 21:00:00"
2533,"2018-07-30 09:30:00",27,"2018-07-30 20:30:00"
2532,"2018-07-30 03:00:00",26,"2018-07-30 09:00:00"
2531,"2018-07-29 16:00:00",27,"2018-07-30 02:30:00"
2530,"2018-07-29 15:00:00",28,"2018-07-29 15:30:00"
2529,"2018-07-29 12:00:00",27,"2018-07-29 14:30:00"
2528,"2018-07-29 09:30:00",28,"2018-07-29 11:30:00"
2527,"2018-07-28 12:00:00",27,"2018-07-29 09:00:00"
2526,"2018-07-28 09:30:00",28,"2018-07-28 11:30:00"
2525,"2018-07-28 05:30:00",27,"2018-07-28 09:00:00"
2524,"2018-07-28 02:30:00",26,"2018-07-28 05:00:00"
2523,"2018-07-28 00:00:00",27,"2018-07-28 02:00:00"
2522,"2018-07-27 16:00:00",34,"2018-07-27 23:30:00"
2521,"2018-07-27 14:00:00",35,"2018-07-27 15:30:00"
2520,"2018-07-27 13:00:00",34,"2018-07-27 13:30:00"
2519,"2018-07-27 12:00:00",37,"2018-07-27 12:30:00"
2518,"2018-07-27 11:00:00",38,"2018-07-27 11:30:00"
2517,"2018-07-27 10:30:00",36,"2018-07-27 10:30:00"
2516,"2018-07-27 10:00:00",35,"2018-07-27 10:00:00"
2515,"2018-07-27 08:30:00",31,"2018-07-27 09:30:00"
2514,"2018-07-27 07:30:00",30,"2018-07-27 08:00:00"
2513,"2018-07-27 04:00:00",29,"2018-07-27 07:00:00"
2512,"2018-07-27 00:00:00",28,"2018-07-27 03:30:00"
2511,"2018-07-26 20:30:00",29,"2018-07-26 23:30:00"
2510,"2018-07-26 14:00:00",30,"2018-07-26 20:00:00"
2509,"2018-07-26 10:30:00",31,"2018-07-26 13:30:00"
2508,"2018-07-26 09:30:00",30,"2018-07-26 10:00:00"
2507,"2018-07-26 08:00:00",29,"2018-07-26 09:00:00"
2506,"2018-07-26 07:30:00",27,"2018-07-26 07:30:00"
2505,"2018-07-26 06:30:00",28,"2018-07-26 07:00:00"
2504,"2018-07-26 04:00:00",27,"2018-07-26 06:00:00"
2503,"2018-07-26 03:00:00",28,"2018-07-26 03:30:00"
2502,"2018-07-26 02:00:00",26,"2018-07-26 02:30:00"
2501,"2018-07-26 01:30:00",27,"2018-07-26 01:30:00"
2500,"2018-07-26 00:00:00",28,"2018-07-26 01:00:00"
2499,"2018-07-25 14:30:00",29,"2018-07-25 23:30:00"
2498,"2018-07-25 14:00:00",28,"2018-07-25 14:00:00"
2497,"2018-07-25 11:30:00",29,"2018-07-25 13:30:00"
2496,"2018-07-25 10:30:00",28,"2018-07-25 11:00:00"
2495,"2018-07-25 09:00:00",29,"2018-07-25 10:00:00"
2494,"2018-07-25 01:30:00",28,"2018-07-25 08:30:00"
2493,"2018-07-25 00:30:00",29,"2018-07-25 01:00:00"
2492,"2018-07-25 00:00:00",28,"2018-07-25 00:00:00"
2491,"2018-07-24 21:00:00",37,"2018-07-24 23:30:00"
2490,"2018-07-24 20:00:00",38,"2018-07-24 20:30:00"
2489,"2018-07-24 17:30:00",37,"2018-07-24 19:30:00"
2488,"2018-07-24 15:30:00",38,"2018-07-24 17:00:00"
2487,"2018-07-24 12:30:00",37,"2018-07-24 15:00:00"
2486,"2018-07-24 12:00:00",38,"2018-07-24 12:00:00"
2485,"2018-07-24 11:30:00",37,"2018-07-24 11:30:00"
2484,"2018-07-24 11:00:00",35,"2018-07-24 11:00:00"
2483,"2018-07-24 10:30:00",34,"2018-07-24 10:30:00"
2482,"2018-07-24 10:00:00",32,"2018-07-24 10:00:00"
2481,"2018-07-24 09:00:00",31,"2018-07-24 09:30:00"
2480,"2018-07-24 08:30:00",30,"2018-07-24 08:30:00"
2479,"2018-07-24 08:00:00",29,"2018-07-24 08:00:00"
2478,"2018-07-24 07:00:00",28,"2018-07-24 07:30:00"
2477,"2018-07-24 05:30:00",27,"2018-07-24 06:30:00"
2476,"2018-07-24 04:30:00",28,"2018-07-24 05:00:00"
2475,"2018-07-24 02:30:00",29,"2018-07-24 04:00:00"
2474,"2018-07-23 22:00:00",28,"2018-07-24 02:00:00"
2473,"2018-07-23 17:30:00",29,"2018-07-23 21:30:00"
2472,"2018-07-23 17:00:00",28,"2018-07-23 17:00:00"
2471,"2018-07-23 16:00:00",22,"2018-07-23 16:30:00"
2470,"2018-07-23 15:30:00",26,"2018-07-23 15:30:00"
2469,"2018-07-23 14:00:00",27,"2018-07-23 15:00:00"
2468,"2018-07-23 13:30:00",28,"2018-07-23 13:30:00"
2467,"2018-07-23 13:00:00",27,"2018-07-23 13:00:00"
2466,"2018-07-23 12:30:00",25,"2018-07-23 12:30:00"
2465,"2018-07-23 12:00:00",26,"2018-07-23 12:00:00"
2464,"2018-07-23 11:00:00",27,"2018-07-23 11:30:00"
2463,"2018-07-23 10:30:00",29,"2018-07-23 10:30:00"
2462,"2018-07-23 09:00:00",26,"2018-07-23 10:00:00"
2461,"2018-07-23 08:30:00",20,"2018-07-23 08:30:00"
2460,"2018-07-23 08:00:00",13,"2018-07-23 08:00:00"
2459,"2018-07-23 06:30:00",12,"2018-07-23 07:30:00"
2458,"2018-07-23 05:30:00",13,"2018-07-23 06:00:00"
2457,"2018-07-23 04:00:00",12,"2018-07-23 05:00:00"
2456,"2018-07-23 03:00:00",13,"2018-07-23 03:30:00"
2455,"2018-07-23 02:30:00",11,"2018-07-23 02:30:00"
2454,"2018-07-22 23:00:00",12,"2018-07-23 02:00:00"
2453,"2018-07-22 22:00:00",13,"2018-07-22 22:30:00"
2452,"2018-07-22 16:00:00",12,"2018-07-22 21:30:00"
2451,"2018-07-22 14:30:00",13,"2018-07-22 15:30:00"
2450,"2018-07-22 13:00:00",12,"2018-07-22 14:00:00"
2449,"2018-07-22 12:00:00",13,"2018-07-22 12:30:00"
2448,"2018-07-22 11:00:00",14,"2018-07-22 11:30:00"
2447,"2018-07-22 10:30:00",12,"2018-07-22 10:30:00"
2446,"2018-07-22 09:00:00",13,"2018-07-22 10:00:00"
2445,"2018-07-22 08:00:00",12,"2018-07-22 08:30:00"
2444,"2018-07-22 07:30:00",14,"2018-07-22 07:30:00"
2443,"2018-07-22 06:00:00",12,"2018-07-22 07:00:00"
2442,"2018-07-22 05:00:00",11,"2018-07-22 05:30:00"
2441,"2018-07-22 03:30:00",12,"2018-07-22 04:30:00"
2440,"2018-07-22 03:00:00",11,"2018-07-22 03:00:00"
2439,"2018-07-22 02:30:00",10,"2018-07-22 02:30:00"
2438,"2018-07-22 02:00:00",11,"2018-07-22 02:00:00"
2437,"2018-07-22 01:30:00",12,"2018-07-22 01:30:00"
2436,"2018-07-21 22:30:00",11,"2018-07-22 01:00:00"
2435,"2018-07-21 22:00:00",16,"2018-07-21 22:00:00"
2434,"2018-07-21 21:00:00",22,"2018-07-21 21:30:00"
2433,"2018-07-21 19:30:00",23,"2018-07-21 20:30:00"
2432,"2018-07-21 18:00:00",22,"2018-07-21 19:00:00"
2431,"2018-07-21 15:30:00",21,"2018-07-21 17:30:00"
2430,"2018-07-21 13:30:00",22,"2018-07-21 15:00:00"
2429,"2018-07-21 13:00:00",23,"2018-07-21 13:00:00"
2428,"2018-07-21 12:00:00",22,"2018-07-21 12:30:00"
2427,"2018-07-21 11:30:00",23,"2018-07-21 11:30:00"
2426,"2018-07-21 10:30:00",22,"2018-07-21 11:00:00"
2425,"2018-07-21 10:00:00",21,"2018-07-21 10:00:00"
2424,"2018-07-21 09:30:00",22,"2018-07-21 09:30:00"
2423,"2018-07-21 08:30:00",23,"2018-07-21 09:00:00"
2422,"2018-07-21 07:30:00",22,"2018-07-21 08:00:00"
2421,"2018-07-21 06:30:00",21,"2018-07-21 07:00:00"
2420,"2018-07-21 05:30:00",22,"2018-07-21 06:00:00"
2419,"2018-07-21 04:30:00",21,"2018-07-21 05:00:00"
2418,"2018-07-21 03:30:00",22,"2018-07-21 04:00:00"
2417,"2018-07-21 02:30:00",21,"2018-07-21 03:00:00"
2416,"2018-07-21 01:30:00",23,"2018-07-21 02:00:00"
2415,"2018-07-21 00:00:00",22,"2018-07-21 01:00:00"
2414,"2018-07-20 23:30:00",34,"2018-07-20 23:30:00"
2413,"2018-07-20 22:00:00",33,"2018-07-20 23:00:00"
2412,"2018-07-20 21:30:00",35,"2018-07-20 21:30:00"
2411,"2018-07-20 21:00:00",36,"2018-07-20 21:00:00"
2410,"2018-07-20 14:00:00",37,"2018-07-20 20:30:00"
2409,"2018-07-20 13:30:00",36,"2018-07-20 13:30:00"
2408,"2018-07-20 13:00:00",25,"2018-07-20 13:00:00"
2407,"2018-07-20 11:00:00",36,"2018-07-20 12:30:00"
2406,"2018-07-20 10:30:00",35,"2018-07-20 10:30:00"
2405,"2018-07-20 10:00:00",34,"2018-07-20 10:00:00"
2404,"2018-07-20 09:30:00",32,"2018-07-20 09:30:00"
2403,"2018-07-20 09:00:00",30,"2018-07-20 09:00:00"
2402,"2018-07-20 03:30:00",29,"2018-07-20 08:30:00"
2401,"2018-07-20 02:30:00",30,"2018-07-20 03:00:00"
2400,"2018-07-20 00:30:00",29,"2018-07-20 02:00:00"
2399,"2018-07-19 23:30:00",30,"2018-07-20 00:00:00"
2398,"2018-07-19 23:00:00",29,"2018-07-19 23:00:00"
2397,"2018-07-19 20:00:00",30,"2018-07-19 22:30:00"
2396,"2018-07-19 18:30:00",29,"2018-07-19 19:30:00"
2395,"2018-07-19 11:30:00",30,"2018-07-19 18:00:00"
2394,"2018-07-19 10:30:00",31,"2018-07-19 11:00:00"
2393,"2018-07-19 10:00:00",32,"2018-07-19 10:00:00"
2392,"2018-07-19 09:30:00",31,"2018-07-19 09:30:00"
2391,"2018-07-19 06:30:00",29,"2018-07-19 09:00:00"
2390,"2018-07-19 05:30:00",30,"2018-07-19 06:00:00"
2389,"2018-07-19 05:00:00",29,"2018-07-19 05:00:00"
2388,"2018-07-19 04:00:00",30,"2018-07-19 04:30:00"
2387,"2018-07-19 03:30:00",29,"2018-07-19 03:30:00"
2386,"2018-07-19 02:30:00",30,"2018-07-19 03:00:00"
2385,"2018-07-19 00:30:00",29,"2018-07-19 02:00:00"
2384,"2018-07-18 23:30:00",30,"2018-07-19 00:00:00"
2383,"2018-07-18 22:30:00",29,"2018-07-18 23:00:00"
2382,"2018-07-18 21:00:00",30,"2018-07-18 22:00:00"
2381,"2018-07-18 18:00:00",29,"2018-07-18 20:30:00"
2380,"2018-07-18 17:30:00",28,"2018-07-18 17:30:00"
2379,"2018-07-18 16:30:00",29,"2018-07-18 17:00:00"
2378,"2018-07-18 15:30:00",30,"2018-07-18 16:00:00"
2377,"2018-07-18 15:00:00",29,"2018-07-18 15:00:00"
2376,"2018-07-18 14:30:00",30,"2018-07-18 14:30:00"
2375,"2018-07-18 14:00:00",29,"2018-07-18 14:00:00"
2374,"2018-07-18 13:30:00",30,"2018-07-18 13:30:00"
2373,"2018-07-18 13:00:00",23,"2018-07-18 13:00:00"
2372,"2018-07-18 12:30:00",28,"2018-07-18 12:30:00"
2371,"2018-07-18 12:00:00",29,"2018-07-18 12:00:00"
2370,"2018-07-18 11:30:00",28,"2018-07-18 11:30:00"
2369,"2018-07-18 10:30:00",30,"2018-07-18 11:00:00"
2368,"2018-07-18 09:00:00",29,"2018-07-18 10:00:00"
2367,"2018-07-18 08:00:00",28,"2018-07-18 08:30:00"
2366,"2018-07-18 07:30:00",29,"2018-07-18 07:30:00"
2365,"2018-07-18 07:00:00",30,"2018-07-18 07:00:00"
2364,"2018-07-18 06:30:00",29,"2018-07-18 06:30:00"
2363,"2018-07-18 06:00:00",30,"2018-07-18 06:00:00"
2362,"2018-07-18 05:30:00",29,"2018-07-18 05:30:00"
2361,"2018-07-18 05:00:00",28,"2018-07-18 05:00:00"
2360,"2018-07-18 04:00:00",30,"2018-07-18 04:30:00"
2359,"2018-07-18 03:00:00",29,"2018-07-18 03:30:00"
2358,"2018-07-18 02:30:00",30,"2018-07-18 02:30:00"
2357,"2018-07-18 02:00:00",29,"2018-07-18 02:00:00"
2356,"2018-07-18 01:00:00",30,"2018-07-18 01:30:00"
2355,"2018-07-18 00:00:00",29,"2018-07-18 00:30:00"
2354,"2018-07-17 23:30:00",36,"2018-07-17 23:30:00"
2353,"2018-07-17 21:00:00",37,"2018-07-17 23:00:00"
2352,"2018-07-17 19:30:00",36,"2018-07-17 20:30:00"
2351,"2018-07-17 18:00:00",37,"2018-07-17 19:00:00"
2350,"2018-07-17 17:00:00",36,"2018-07-17 17:30:00"
2349,"2018-07-17 16:30:00",37,"2018-07-17 16:30:00"
2348,"2018-07-17 15:30:00",36,"2018-07-17 16:00:00"
2347,"2018-07-17 13:30:00",37,"2018-07-17 15:00:00"
2346,"2018-07-17 13:00:00",36,"2018-07-17 13:00:00"
2345,"2018-07-17 12:30:00",37,"2018-07-17 12:30:00"
2344,"2018-07-17 12:00:00",36,"2018-07-17 12:00:00"
2343,"2018-07-17 11:00:00",35,"2018-07-17 11:30:00"
2342,"2018-07-17 10:00:00",34,"2018-07-17 10:30:00"
2341,"2018-07-17 09:30:00",33,"2018-07-17 09:30:00"
2340,"2018-07-17 09:00:00",32,"2018-07-17 09:00:00"
2339,"2018-07-17 08:30:00",31,"2018-07-17 08:30:00"
2338,"2018-07-17 07:00:00",30,"2018-07-17 08:00:00"
2337,"2018-07-17 06:30:00",29,"2018-07-17 06:30:00"
2336,"2018-07-17 05:30:00",30,"2018-07-17 06:00:00"
2335,"2018-07-17 03:30:00",29,"2018-07-17 05:00:00"
2334,"2018-07-17 02:30:00",30,"2018-07-17 03:00:00"
2333,"2018-07-17 01:00:00",29,"2018-07-17 02:00:00"
2332,"2018-07-17 00:00:00",30,"2018-07-17 00:30:00"
2331,"2018-07-16 23:30:00",28,"2018-07-16 23:30:00"
2330,"2018-07-16 22:30:00",29,"2018-07-16 23:00:00"
2329,"2018-07-16 21:00:00",30,"2018-07-16 22:00:00"
2328,"2018-07-16 20:30:00",29,"2018-07-16 20:30:00"
2327,"2018-07-16 20:00:00",30,"2018-07-16 20:00:00"
2326,"2018-07-16 19:30:00",29,"2018-07-16 19:30:00"
2325,"2018-07-16 18:30:00",28,"2018-07-16 19:00:00"
2324,"2018-07-16 15:30:00",29,"2018-07-16 18:00:00"
2323,"2018-07-16 13:30:00",26,"2018-07-16 15:00:00"
2322,"2018-07-16 13:00:00",25,"2018-07-16 13:00:00"
2321,"2018-07-16 12:30:00",20,"2018-07-16 12:30:00"
2320,"2018-07-16 12:00:00",10,"2018-07-16 12:00:00"
2319,"2018-07-16 11:00:00",5,"2018-07-16 11:30:00"
2318,"2018-07-16 10:30:00",29,"2018-07-16 10:30:00"
2317,"2018-07-16 07:30:00",30,"2018-07-16 10:00:00"
2316,"2018-07-16 07:00:00",29,"2018-07-16 07:00:00"
2315,"2018-07-16 06:00:00",28,"2018-07-16 06:30:00"
2314,"2018-07-16 00:30:00",29,"2018-07-16 05:30:00"
2313,"2018-07-15 20:30:00",28,"2018-07-16 00:00:00"
2312,"2018-07-15 19:30:00",27,"2018-07-15 20:00:00"
2311,"2018-07-15 19:00:00",29,"2018-07-15 19:00:00"
2310,"2018-07-15 18:00:00",28,"2018-07-15 18:30:00"
2309,"2018-07-15 17:30:00",29,"2018-07-15 17:30:00"
2308,"2018-07-15 17:00:00",28,"2018-07-15 17:00:00"
2307,"2018-07-15 14:30:00",29,"2018-07-15 16:30:00"
2306,"2018-07-15 14:00:00",28,"2018-07-15 14:00:00"
2305,"2018-07-15 10:30:00",29,"2018-07-15 13:30:00"
2304,"2018-07-15 09:30:00",28,"2018-07-15 10:00:00"
2303,"2018-07-15 07:30:00",29,"2018-07-15 09:00:00"
2302,"2018-07-15 07:00:00",28,"2018-07-15 07:00:00"
2301,"2018-07-15 06:30:00",29,"2018-07-15 06:30:00"
2300,"2018-07-15 06:00:00",28,"2018-07-15 06:00:00"
2299,"2018-07-15 05:30:00",29,"2018-07-15 05:30:00"
2298,"2018-07-15 04:30:00",28,"2018-07-15 05:00:00"
2297,"2018-07-14 19:00:00",29,"2018-07-15 04:00:00"
2296,"2018-07-14 18:00:00",28,"2018-07-14 18:30:00"
2295,"2018-07-14 16:30:00",29,"2018-07-14 17:30:00"
2294,"2018-07-14 15:00:00",28,"2018-07-14 16:00:00"
2293,"2018-07-14 14:30:00",27,"2018-07-14 14:30:00"
2292,"2018-07-14 11:00:00",29,"2018-07-14 14:00:00"
2291,"2018-07-14 10:30:00",28,"2018-07-14 10:30:00"
2290,"2018-07-14 09:30:00",29,"2018-07-14 10:00:00"
2289,"2018-07-14 08:30:00",28,"2018-07-14 09:00:00"
2288,"2018-07-14 00:00:00",29,"2018-07-14 08:00:00"
2287,"2018-07-13 16:30:00",40,"2018-07-13 23:30:00"
2286,"2018-07-13 14:30:00",39,"2018-07-13 16:00:00"
2285,"2018-07-13 13:30:00",38,"2018-07-13 14:00:00"
